Reviewed,Reviewer,Date,Content
144114,96797,Jul 01 2020,"
Answer a survey about your opinions about individuals' behaviors on social media
"
144115,114443,Jul 01 2020,"
2 minute survey about employment or non-employment situations
"
144116,13973,Jul 01 2020,"
Survey about Uncertainty Reduction in Relationships
"
144117,114443,Jul 01 2020,"
consumer survey(~ 8 minutes)
"
144118,10866,Jul 01 2020,"
Follow-up Survey - $3!!(~ 1 minutes)
"
144119,114443,Jul 01 2020,"
Answer survey about Brewery/Restaurants 
"
144120,13973,Jul 01 2020,"
Money and Psychology
"
144121,107409,Jul 01 2020,"
Short Decision Making Game with possible Bonuses
"
144122,97765,Jul 01 2020,"
Consumer survey
"
144123,63839,Jul 01 2020,"
Please take this 8 minute survey about decision-making. Cannot be done on mobil
"
144124,99487,Jul 01 2020,"
Help us review artwork(~ 15 minutes)
"
144125,122106,Jul 01 2020,"
Political Beliefs and the News (~ 15 minutes)
"
144126,97110,Jul 01 2020,"
Experiences
"
144127,97110,Jul 01 2020,"
Watch the video and answer questions
"
144128,72731,Jul 01 2020,"
Choose the sentence that makes a better continuation of a given context. (20~35 min)
"
144129,108981,Jul 01 2020,"
Answer a survey about your opinions about individuals' behaviors on social media
"
144130,74041,Jul 01 2020,"
 Jury Duty - The Kind You Get Paid For (GT-Land-R)(~ 29 minutes) 
"
144131,132565,Jun 30 2020,"
Answer a survey about a tea brand
"
144132,136632,Jun 30 2020,"
Survey on Privacy Concerns from Smart Home Devices
"
144133,107250,Jun 30 2020,"
Answer a survey about a tea brand
"
144134,72731,Jun 30 2020,"
Answer questions about technology used in the workplace
"
144135,21292,Jun 30 2020,"
Summarize short answers
"
144136,72731,Jun 30 2020,"
Answer a survey about news sentences and titles.
"
144137,72731,Jun 30 2020,"
Usability Click Test
"
144138,133569,Jun 30 2020,"
Quick Research Study - 2 minutes, $.30(~ 2 minutes)
"
144139,60871,Jun 30 2020,"
Answer a survey about your opinions toward fitness during Covid Pandemic
"
144140,136646,Jun 30 2020,"
Answer a survey about a tea brand
"
144141,130647,Jun 30 2020,"
Shareholder and Firm Exit Decisions (~ 25 minutes)
"
144142,35193,Jun 30 2020,"
Answer a survey about a tea brand
"
144143,68220,Jun 30 2020,"
&lt;10 min survey on reactions to current events
"
144144,98648,Jun 30 2020,"
Answer a survey about your opinions
"
144145,14009,Jun 30 2020,"
Hotel Service Robots and Customer Experience
"
144146,114443,Jun 30 2020,"
Pet owners??views on pet care pertaining to death, dying and after-death body care
"
144147,122106,Jun 30 2020,"
Describe an Image - one question survey
"
144148,33279,Jun 30 2020,"
Audio Study
"
144149,132117,Jun 30 2020,"
Study on Women's Empowerment (3 short surveys)
"
144150,32496,Jun 30 2020,"
Answer a survey about your opinions about individuals' behaviors on social media
"
144151,97765,Jun 30 2020,"
Answer a survey about emotions
"
144152,97765,Jun 30 2020,"
Jun 30: Optimum Nutrition B - Rate sentences; Test length: 3 blocks
"
144153,87494,Jun 30 2020,"
The Political Identity and Relational Impact Scales
"
144154,126023,Jun 30 2020,"
Answer a survey about your opinions about individuals' behaviors on social media
"
144155,46226,Jun 30 2020,"
Answer a survey about your opinions about individuals' behaviors on social media
"
144156,35193,Jun 30 2020,"
Questionnaire about your personal preferences
"
144157,97765,Jun 30 2020,"
Questionnaire about your personal preferences
"
144158,111165,Jun 30 2020,"
Personal Belongings Survey
"
144159,134363,Jun 30 2020,"
Instagram Posting Survey on a Chef (recruiting Instagram users)
"
144160,98193,Jun 30 2020,"
Answer a survey about your opinions about individuals' behaviors on social media
"
144161,136611,Jun 30 2020,"
Consumer Research 200630SU(~ 4 minutes)
"
144162,35193,Jun 30 2020,"
Product Choice
"
144163,79401,Jun 30 2020,"
Answer a survey about your opinions about individuals' behaviors on social media
"
144164,97765,Jun 30 2020,"
Audio Study
"
144165,97093,Jun 30 2020,"
Answer a survey about your opinions about individuals' behaviors on social media
"
144166,16351,Jun 30 2020,"
Answer a survey about your opinions about individuals' behaviors on social media
"
144167,96716,Jun 30 2020,"
Answer a short survey about stock media
"
144168,58611,Jun 30 2020,"
Talk to a Search Bot
"
144169,97110,Jun 30 2020,"
Answer a survey about your opinions about individuals' behaviors on social media
"
144170,136636,Jun 29 2020,"
The Political Identity and Relational Impact Scales
"
144171,131917,Jun 29 2020,"
Online professional medical services, medication, and social media
"
144172,8067,Jun 29 2020,"
The Political Identity and Relational Impact Scales
"
144173,114443,Jun 29 2020,"
Workplace Interactions, part 1(~ 30 minutes)
"
144174,114443,Jun 29 2020,"
Hospital Donation Link
"
144175,96453,Jun 29 2020,"
Alien language game
"
144176,75404,Jun 29 2020,"
The Political Identity and Relational Impact Scales
"
144177,136632,Jun 29 2020,"
Research Study - Surveys on Attachment Patterns and Parenting Styles----!!Consent Required for Compensation!!
"
144178,132565,Jun 29 2020,"
Beliefs about who engages in various behaviors at work(~ 10 minutes)
"
144179,121978,Jun 29 2020,"
Segmenting Videos(~ 15 minutes)
"
144180,135617,Jun 29 2020,"
Work Related Tasks Study
"
144181,64700,Jun 29 2020,"
Questionnaire about reading habits of The Economist readers
"
144182,14515,Jun 29 2020,"
Johns Hopkins Coronavirus Study: Answer Questions About Your Experience with the Coronavirus Crisis
"
144183,97093,Jun 29 2020,"
Can you guess what happens next? How well do you tolerate uncertainty?
"
144184,135617,Jun 29 2020,"
Granola Bar Survey 
"
144185,114443,Jun 29 2020,"
Answer a survey about virtual visits experience for acute conditions
"
144186,127388,Jun 29 2020,"
!!! OPEN IMMEDIATELY !!! 15 minutes interactive experiment ($1,20 + chance at $15-$25)
"
144187,63839,Jun 29 2020,"
Evaluate a New Product (Five-minute Survey)
"
144188,63839,Jun 29 2020,"
Participate in an academic study and receive $0.80
"
144189,114840,Jun 29 2020,"
CPR and DNR in pets and people
"
144190,97765,Jun 29 2020,"
Social Cognition in Society(~ 20 minutes)
"
144191,78398,Jun 29 2020,"
Game
"
144192,30448,Jun 29 2020,"
Reaction time task to single words and short sentences [30-35 min]
"
144193,97110,Jun 29 2020,"
Creativity Task(~ 40 minutes)
"
144194,136621,Jun 28 2020,"
Answer a survey about your opinions toward fitness during Covid Pandemic
"
144195,114443,Jun 28 2020,"
Research Study: Surveys on Attachment Patterns and Parenting Styles----!!Consent Required for Compensation!!
"
144196,114443,Jun 28 2020,"
Answer a survey about a consumer product
"
144197,114443,Jun 28 2020,"
Retail Drone Delivery Service 
"
144198,133505,Jun 28 2020,"
CPR and DNR in pets and people
"
144199,64700,Jun 28 2020,"
CPR and DNR in pets and people
"
144200,105753,Jun 28 2020,"
Classify audio clips: bonus compensation for accuracy. Do not use Safari.
"
144201,122106,Jun 28 2020,"
Survey on Attitudes Towards Race and Mental Health
"
144202,136611,Jun 28 2020,"
Draw bounding boxes around the requested items on the street camera images
"
144203,96716,Jun 28 2020,"
Write a short story
"
144204,114443,Jun 28 2020,"
COVID-19 news evaluation study
"
144205,114443,Jun 28 2020,"
!!! OPEN IMMEDIATELY !!! 15 minutes interactive experiment ($1,20 + chance at $15-$25 bonus) 
"
144206,114443,Jun 28 2020,"
Work Experience and Task Performance
"
144207,129259,Jun 28 2020,"
Survey on experiences with apps and firms
"
144208,122106,Jun 28 2020,"
Survey on experiences with apps and firms
"
144209,97850,Jun 28 2020,"
Answer a brief survey about your interest in a flu/COVID-19 trea...
"
144210,99611,Jun 28 2020,"
Write a story as required
"
144211,97850,Jun 28 2020,"
 First Impressions and Interactions(~ 30 minutes)
"
144212,72033,Jun 28 2020,"
Write a story as required
"
144213,98616,Jun 28 2020,"
Working From Home Experience(~ 20 minutes)
"
144214,12229,Jun 28 2020,"
CPR and DNR in pets and people
"
144215,122106,Jun 28 2020,"
Online Study
"
144216,97765,Jun 28 2020,"
Hiring Decision Study
"
144217,28080,Jun 27 2020,"
A survey about social media messages(~ 4 minutes)
"
144218,28080,Jun 27 2020,"
3 minutes short survey
"
144219,48737,Jun 27 2020,"
Sleep and Circadian Problems during the COVID-19 Pandemic (~ 20 minutes)
"
144220,97765,Jun 27 2020,"
Rating Adjectives
"
144221,97765,Jun 27 2020,"
Answer a survey about your opinions on subscription box services
"
144222,98616,Jun 27 2020,"
Answer a brief survey about your interest in a flu/COVID-19 treatment program
"
144223,132565,Jun 27 2020,"
Answer a survey about a consumer product
"
144224,122106,Jun 27 2020,"
Answer a survey about your activities during the COVID-19 pandemic
"
144225,122106,Jun 27 2020,"
Answer various questions about a brand and its products(~ 3 minutes)
"
144226,114443,Jun 27 2020,"
This is a survey about live TV preferences amongst consumers
"
144227,96716,Jun 27 2020,"
Answer a survey about customer shopping experiance 
"
144228,97110,Jun 26 2020,"
Answer a survey about your activities during the COVID-19 pandemic
"
144229,11956,Jun 26 2020,"
Interesting marketing research
"
144230,28080,Jun 26 2020,"
8-10 minute survey on types of decisions
"
144231,115987,Jun 26 2020,"
Take a survey about you! (2 min)
"
144232,64700,Jun 26 2020,"
Cornell University Mealtime Survey
"
144233,49146,Jun 26 2020,"
Johns Hopkins Coronavirus Study 2: Answer Questions About Your Experience with the Coronavirus Crisis
"
144234,136495,Jun 26 2020,"
Environmental Attitudes Survey
"
144235,84022,Jun 26 2020,"
Your Health and Habits Over Time(~ 1 minutes)
"
144236,114443,Jun 26 2020,"
Harvard/Johns Hopkins 5 Second Coronavirus Study 2
"
144237,97110,Jun 26 2020,"
CPR and DNR in pets and people 
"
144238,33279,Jun 26 2020,"
Food Tourism Experiences
"
144239,31284,Jun 26 2020,"
Pet owners??views on pet care pertaining to death, dying and after-death body care
"
144240,76652,Jun 26 2020,"
Jun 26: Sutro Main Page Update #1 - Rate sentences; Test length: 5 blocks
"
144241,26123,Jun 26 2020,"
CPR and DNR in pets and people
"
144242,54920,Jun 26 2020,"
Give detailed, honest feedback on a webpage
"
144243,48737,Jun 26 2020,"
Click and rate results on search pages (15 mins) - Desktop/Laptop preferred, mobile okay
"
144244,108615,Jun 26 2020,"
Help us identify environmentally friendly products
"
144245,108615,Jun 26 2020,"
Read a question and answer pair and make judgement.(WARNING: This HIT may contain adult content. Worker discretion is advised.)
"
144246,108615,Jun 26 2020,"
Listen to audio files and tell how was the quality
"
144247,132565,Jun 26 2020,"
CPR and DNR in pets and people
"
144248,10866,Jun 26 2020,"
Short survey (~4 minutes to complete)(~ 4 minutes)
"
144249,101567,Jun 26 2020,"
CPR and DNR in pets and people
"
144250,10866,Jun 26 2020,"
A brief consumer survey(~ 3 minutes)
"
144251,34904,Jun 26 2020,"
Answer a survey about your red meat and green leafy vegetable consumption
"
144252,10866,Jun 26 2020,"
Consumer Decisions Study(~ 21 minutes)
"
144253,35193,Jun 26 2020,"
CPR and DNR in pets and people
"
144254,63839,Jun 26 2020,"
Survey on weight loss (~ 3-4 Minutes)
"
144255,63839,Jun 26 2020,"
Study on decision making; 3-4 minutes ; $0.50
"
144256,97765,Jun 26 2020,"
Sleep and Circadian Problems during the COVID-19 Pandemic (~ 20 minutes)
"
144257,122106,Jun 26 2020,"
Consumer Decisions Study(~ 21 minutes)
"
144258,54142,Jun 26 2020,"
Answer a survey about attitudes
"
144259,96716,Jun 26 2020,"
Final Thesis Survey
"
144260,18062,Jun 26 2020,"
11-minute Survey
"
144261,96716,Jun 26 2020,"
Impact of Colors on Decision Making
"
144262,97765,Jun 26 2020,"
Survey on Politicians and Public Policies(~ 10 minutes)
"
144263,136191,Jun 26 2020,"
Microphone Required - Record 40s of audio
"
144264,136193,Jun 26 2020,"
Answer a survey about attitudes
"
144265,122579,Jun 25 2020,"
Game
"
144266,122579,Jun 25 2020,"
Teach robots to use/grasp household objects (~ 3 min)
"
144267,97110,Jun 25 2020,"
FEMALE Workers- Indicate the gender of the speaker.
"
144268,63254,Jun 25 2020,"
Environmental Attitudes Survey
"
144269,21292,Jun 25 2020,"
Describe an Image
"
144270,21292,Jun 25 2020,"
COVID-19 Information Search
"
144271,21292,Jun 25 2020,"
Read a question and answer pair and make judgement.(WARNING: This HIT may contain adult content. Worker discretion is advised.)
"
144272,114443,Jun 25 2020,"
Gift Giving Survey(~ 3 minutes)
"
144273,56780,Jun 25 2020,"
 Environmental Attitudes Survey
"
144274,70809,Jun 25 2020,"
Environmental Attitudes Survey
"
144275,21292,Jun 25 2020,"
Assess topic
"
144276,96871,Jun 25 2020,"
Participate in a 45-60 min experiment about identifying errors in reasoning
"
144277,54920,Jun 25 2020,"
LS Research: 30-min learning and memory study
"
144278,31284,Jun 25 2020,"
Academic Questionnaire: Optimising Creditor-Debtor Contact (Desktop/Laptop only)
"
144279,134379,Jun 25 2020,"
Annotate eye data
"
144280,122106,Jun 25 2020,"
Estimate emotions of faces(~ 20 minutes)
"
144281,20189,Jun 25 2020,"
Reaction time task to single words and short sentences [35-40 min]
"
144282,134379,Jun 25 2020,"
Short audio survey
"
144283,13973,Jun 25 2020,"
Part 2 Attitudes toward the seasonal flu and seasonal flu shot study(~ 10 minutes)
"
144284,103420,Jun 25 2020,"
Rate two responses in a Conversation
"
144285,122106,Jun 25 2020,"
Thinking about others (Princeton Social Psychology Experiment) (10 minutes)
"
144286,122106,Jun 25 2020,"
Decision making study(~ 8 minutes)
"
144287,97110,Jun 25 2020,"
Answer a five minute survey
"
144288,49146,Jun 25 2020,"
Survey about medical research (~ 15 minutes)
"
144289,99611,Jun 25 2020,"
Answer a survey about your opinions in workplace behaviors
"
144290,134189,Jun 25 2020,"
Annotate eye data
"
144291,35193,Jun 25 2020,"
Efficiently Teaching and Learning Computational Thinking
"
144292,52776,Jun 25 2020,"
Answer a survey about fitness equipment
"
144293,122106,Jun 25 2020,"
Rate a company decision(~ 2 minutes)
"
144294,97765,Jun 25 2020,"
Consumer Study(~ 3 minutes)
"
144295,122106,Jun 25 2020,"
Choices(~ 1 minutes)
"
144296,115987,Jun 25 2020,"
4 part work study - part 1
"
144297,48737,Jun 25 2020,"
Supermarket Survey II(~ 2 minutes)
"
144298,133591,Jun 25 2020,"
Scientific Research on Visual Stimuli Impact
"
144299,122700,Jun 25 2020,"
Survey on How People View Images(~ 20 minutes)
"
144300,8067,Jun 25 2020,"
Scientific Research on Visual Stimuli Impact
"
144301,131177,Jun 24 2020,"
Survey on How People View Images(~ 20 minutes)
"
144302,58611,Jun 24 2020,"
Scientific Research on Visual Stimuli Impact
"
144303,114443,Jun 24 2020,"
Annotate eye data
"
144304,115987,Jun 24 2020,"
Session 4/15 cognitive task and survey experiment. (~ 40 minutes)
"
144305,48737,Jun 24 2020,"
How should life and death decisions be made?(~ 5 minutes)
"
144306,122106,Jun 24 2020,"
Click and rate results on search pages (15 mins) - Desktop/Laptop preferred, mobile okay
"
144307,106430,Jun 24 2020,"
Exciting Study on Current Events(~ 20 minutes)
"
144308,14515,Jun 24 2020,"
Short audio survey
"
144309,14515,Jun 24 2020,"
10-minute Survey
"
144310,122106,Jun 24 2020,"
Answer a short survey about current issues.
"
144311,122106,Jun 24 2020,"
10-minute Survey
"
144312,122106,Jun 24 2020,"
Social interaction and trading decisions(~ 4 minutes)
"
144313,122106,Jun 24 2020,"
Answer questions about your perspectives on a health-related topic!(~ 11 minutes)
"
144314,135751,Jun 24 2020,"
Jiggle Task
"
144315,48737,Jun 24 2020,"
We would like for you to rate the severity of crimes
"
144316,64700,Jun 24 2020,"
(~20 minutes) Assist Researchers with Grading 
"
144317,28364,Jun 24 2020,"
Earn $3.00 for completing a research study about perceptions of the COVID-19 virus (~20-30 minutes)(~ 30 minutes)
"
144318,103420,Jun 24 2020,"
Find photo of company executives - Qualifier for Large HIT bonus $3 total $4(~ 22 minutes)
"
144319,57213,Jun 24 2020,"
We would like for you to rate the severity of crimes
"
144320,105200,Jun 24 2020,"
Personality and abilities
"
144321,96716,Jun 24 2020,"
Rate the quality of source separation audio samples (120 seconds, avg. rate with bonuses =  $12/hour)
"
144322,70809,Jun 24 2020,"
Interactive study for those who completed part 1 only LEMUR(~ 30 minutes)
"
144323,97765,Jun 24 2020,"
10-minute Survey
"
144324,122106,Jun 24 2020,"
The ?쐗hat if??study(~ 5 minutes)
"
144325,97110,Jun 24 2020,"
Behavior Study (6-8 minutes; 0.75) (~ 7 minutes)
"
144326,97110,Jun 24 2020,"
Quick Survey on Snacks!(~ 6 minutes)
"
144327,48883,Jun 24 2020,"
Make financial decisions (1.8 USD for 15 minutes)(~ 15 minutes)
"
